timestamp,agent.name,rule.description,rule.level,rule.id
"Sep 14, 2026 @ 11:53:55.088","Cyber-Linux-cilent","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:53:51.840","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:51.826","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:51.821","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:51.818","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:47.260","Cyber-Linux-cilent","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:53:47.140","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:47.096","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:47.095","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:47.092","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:47.090","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:47.082","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:47.078","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:47.068","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:46.071","Cyber-Linux-cilent","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:53:43.243","Cyber-Linux-cilent","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 11:53:43.061","Cyber-Linux-cilent","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 11:53:36.823","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:53:36.821","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:53:13.926","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:52:58.124","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:52:58.121","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:52:58.121","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:52:58.109","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:52:52.544","Cyber-Window-cilent","Summary event of the report's signatures.","4","60608"
"Sep 14, 2026 @ 11:52:36.934","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:52:36.933","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:52:29.003","Cyber-Svr","syslog: User missed the password more than one time","10","2502"
"Sep 14, 2026 @ 11:52:28.855","Cyber-Svr","syslog: User missed the password more than one time","10","2502"
"Sep 14, 2026 @ 11:52:26.997","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:26.830","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:20.963","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:20.807","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:16.944","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:16.790","Cyber-Svr","sshd: authentication failed.","5","5760"
"Sep 14, 2026 @ 11:52:14.941","Cyber-Svr","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 11:52:14.581","Cyber-Svr","PAM: User login failed.","5","5503"
"Sep 14, 2026 @ 11:51:54.267","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:51:36.802","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:51:36.800","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:51:02.026","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:50:58.168","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:50:58.127","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:50:36.799","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:50:36.799","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:50:29.167","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:50:11.892","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:50:06.236","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:50:05.698","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:50:05.697","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:49:36.808","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:49:36.806","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:49:13.585","Cyber-Window-cilent","Software protection service scheduled successfully.","3","60642"
"Sep 14, 2026 @ 11:49:10.754","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:49:00.448","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:56.885","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:48:56.866","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:48:56.859","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:48:56.857","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:48:56.852","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:48:55.849","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:48:55.081","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:52.971","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:51.792","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:48:51.792","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:48:50.977","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:50.959","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:50.932","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:50.931","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:47.022","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:47.008","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:46.993","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:46.976","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:46.960","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:48:46.911","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:46.880","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:46.870","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:44.359","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:36.800","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:48:36.800","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:47:52.931","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:47:26.755","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:47:26.754","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:46:36.188","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:46:26.753","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:46:26.753","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:46:22.359","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:46:22.351","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:46:22.350","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:45:48.456","Cyber-DC","Integrity checksum changed.","7","550"
"Sep 14, 2026 @ 11:45:46.861","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:45:46.855","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:45:46.849","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:45:46.839","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:45:43.422","Cyber-DC","Integrity checksum changed.","7","550"
"Sep 14, 2026 @ 11:45:36.707","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:45:26.724","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:45:26.723","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:45:20.245","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:45:13.348","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:44:59.672","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:44:59.672","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:44:59.629","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:44:59.616","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:44:59.612","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:44:59.611","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:44:59.593","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:44:48.030","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:44:26.716","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:44:26.716","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:44:01.959","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:43:57.668","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:53.278","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:50.080","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:50.063","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:50.058","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:50.058","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:46.989","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:46.974","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:46.970","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:46.940","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:46.924","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:46.875","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:46.843","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:46.820","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:46.818","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:43:26.721","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:43:26.720","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:42:49.214","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:42:49.214","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:42:47.665","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:42:47.604","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:42:47.604","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:42:45.200","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:42:45.198","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:42:45.197","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:42:44.596","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:42:44.555","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:42:33.476","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:42:26.692","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:42:26.692","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:42:02.656","Cyber-DC","Integrity checksum changed.","7","550"
"Sep 14, 2026 @ 11:41:51.284","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:41:51.284","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:41:49.907","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:41:49.895","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:41:49.894","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:41:49.018","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:49.016","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:48.965","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:48.947","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:48.865","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:48.825","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:47.047","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:41:47.034","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:47.033","Cyber-DC","User: CORP\Administrator logged using Remote Desktop Connection (RDP) from ip:11.0.0.10.","3","92653"
"Sep 14, 2026 @ 11:41:47.001","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:41:46.951","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:41:46.935","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:46.918","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:46.903","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:46.886","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:46.871","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:46.869","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:41:46.863","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:41:45.836","Cyber-DC","Successful Remote Logon Detected - User:\Administrator - NTLM authentication, possible pass-the-hash attack - Possible RDP connection. Verify that attacker is allowed to perform RDP connections","6","92657"
"Sep 14, 2026 @ 11:41:45.834","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:41:42.877","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:41:42.874","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:41:38.163","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:41:38.163","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:41:38.162","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:41:23.897","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:41:23.896","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:41:17.267","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:40:46.066","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:40:46.065","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:40:44.570","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:40:44.558","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:40:44.558","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:40:44.555","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:40:43.586","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:40:43.529","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:40:42.066","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:40:42.057","Cyber-DC","Windows Workstation Logon Success","3","60118"
"Sep 14, 2026 @ 11:40:42.054","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:40:31.451","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:40:31.437","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:40:29.418","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:40:29.376","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:40:29.334","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:40:26.747","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:40:26.741","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:40:26.741","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:40:23.908","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:40:23.906","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:54.466","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:39:40.855","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:39:40.855","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:39:40.812","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:39:40.802","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:39:40.797","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:39:40.796","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:39:40.768","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:39:39.001","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:39:38.999","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:39:37.552","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:39:37.551","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:39:37.549","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:39:36.673","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:36.630","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:36.622","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:36.567","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:36.367","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:36.265","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:34.158","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:34.143","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:34.127","Cyber-DC","User: CORP\Administrator logged using Remote Desktop Connection (RDP) from ip:11.0.0.10.","3","92653"
"Sep 14, 2026 @ 11:39:34.088","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:34.040","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:34.040","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:34.002","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:33.999","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:33.998","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:33.993","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:33.991","Cyber-DC","Non network or service local logon.","3","67022"
"Sep 14, 2026 @ 11:39:33.981","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:32.802","Cyber-DC","Successful Remote Logon Detected - User:\Administrator - NTLM authentication, possible pass-the-hash attack - Possible RDP connection. Verify that attacker is allowed to perform RDP connections","6","92657"
"Sep 14, 2026 @ 11:39:32.791","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:39:23.905","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:39:23.904","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:39:09.705","Cyber-DC","Wazuh agent started.","3","503"
"Sep 14, 2026 @ 11:38:38.165","Cyber-DC","Wazuh agent stopped.","3","506"
"Sep 14, 2026 @ 11:38:33.118","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:38:23.879","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:38:23.879","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:38:05.433","sec-box","Wazuh server started.","3","502"
"Sep 14, 2026 @ 11:38:02.418","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:38:02.409","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:38:01.092","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:38:01.059","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:38:01.041","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:38:01.023","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:38:01.018","Cyber-DC","Non service account logged off.","3","67023"
"Sep 14, 2026 @ 11:38:00.505","sec-box","PAM: Login session closed.","3","5502"
"Sep 14, 2026 @ 11:37:59.933","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:37:59.871","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:37:59.750","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:37:58.348","Cyber-DC","Windows Workstation Logon Success","3","60118"
"Sep 14, 2026 @ 11:37:58.348","Cyber-DC","Special privileges assigned to new logon.","3","67028"
"Sep 14, 2026 @ 11:37:58.338","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:37:52.587","sec-box","Host-based anomaly detection event (rootcheck).","7","510"
"Sep 14, 2026 @ 11:37:52.577","sec-box","Host-based anomaly detection event (rootcheck).","7","510"
"Sep 14, 2026 @ 11:37:42.637","sec-box","PAM: Login session opened.","3","5501"
"Sep 14, 2026 @ 11:37:42.635","sec-box","First time user executed sudo.","4","5403"
"Sep 14, 2026 @ 11:37:23.884","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:37:23.883","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:37:13.177","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:36:23.876","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:36:23.875","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:36:01.962","Cyber-Window-cilent","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:35:57.100","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:35:43.456","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:43.453","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:35:43.453","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:43.426","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:35:36.721","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:35:23.918","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:35:23.915","Cyber-DC","Windows Logon Success","3","60106"
"Sep 14, 2026 @ 11:35:04.874","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:04.829","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:04.821","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:35:04.815","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:04.815","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:35:04.781","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:34:59.038","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:59.032","Cyber-DC","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:59.025","Cyber-DC","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:34:41.107","Cyber-DC","Windows User Logoff","3","60137"
"Sep 14, 2026 @ 11:34:25.921","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:25.907","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:25.894","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:25.875","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:34:25.860","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
"Sep 14, 2026 @ 11:34:25.843","Cyber-Window-cilent","Registry Key Integrity Checksum Changed","5","594"
"Sep 14, 2026 @ 11:34:25.843","Cyber-Window-cilent","Registry Value Integrity Checksum Changed","5","750"
